DEBUG 2026-05-20 12:40:29,772 auth_middleware 34832 26312 API Request: POST /api/auth/login/ | User: anonymous
DEBUG 2026-05-20 12:44:42,806 auth_middleware 34832 17820 API Request: POST /api/auth/login/ | User: anonymous
DEBUG 2026-05-20 12:44:47,241 auth_middleware 34832 17820 API Request: GET /api/dashboard/patient/ | User: anonymous
DEBUG 2026-05-20 12:45:18,361 auth_middleware 34832 27460 API Request: POST /api/auth/login/ | User: anonymous
DEBUG 2026-05-20 12:45:21,143 auth_middleware 34832 27460 API Request: POST /api/auth/logout/ | User: anonymous
DEBUG 2026-05-20 12:53:34,018 auth_middleware 24596 32604 API Request: POST /api/auth/login/ | User: anonymous
INFO 2026-05-20 12:53:37,361 services 24596 32604 OTP email sent successfully to superadmin@edochms.com
DEBUG 2026-05-20 13:03:16,122 auth_middleware 16188 10944 API Request: GET /api/auth/super-admin-email/ | User: anonymous
DEBUG 2026-05-20 13:03:20,113 auth_middleware 16188 10944 API Request: POST /api/auth/login/ | User: anonymous
INFO 2026-05-20 13:03:22,999 services 16188 10944 OTP email sent successfully to anandk85260@gmail.com
DEBUG 2026-05-20 13:07:03,777 auth_middleware 16188 10944 API Request: GET /api/auth/super-admin-email/ | User: anonymous
DEBUG 2026-05-20 13:07:11,139 auth_middleware 16188 10944 API Request: POST /api/auth/login/ | User: anonymous
INFO 2026-05-20 13:07:14,633 services 16188 10944 OTP email sent successfully to anandk85260@gmail.com
DEBUG 2026-05-20 13:11:14,014 auth_middleware 16188 10944 API Request: GET /api/auth/super-admin-email/ | User: anonymous
DEBUG 2026-05-20 13:11:20,752 auth_middleware 16188 10944 API Request: POST /api/auth/login/ | User: anonymous
INFO 2026-05-20 13:11:23,750 services 16188 10944 OTP email sent successfully to anandk85260@gmail.com
DEBUG 2026-05-20 13:13:09,240 auth_middleware 16188 10944 API Request: GET /api/auth/super-admin-email/ | User: anonymous
DEBUG 2026-05-20 13:13:18,572 auth_middleware 16188 10944 API Request: POST /api/auth/login/ | User: anonymous
INFO 2026-05-20 13:13:21,590 services 16188 10944 OTP email sent successfully to anandk85260@gmail.com
DEBUG 2026-05-20 13:15:17,616 auth_middleware 16188 10944 API Request: POST /api/auth/verify-otp/ | User: anonymous
DEBUG 2026-05-20 13:15:19,046 auth_middleware 16188 10944 API Request: GET /api/dashboard/super-admin/ | User: anonymous
DEBUG 2026-05-20 13:16:01,009 auth_middleware 16188 10944 API Request: GET /api/hospitals/ | User: anonymous
DEBUG 2026-05-20 13:16:04,999 auth_middleware 16188 10944 API Request: GET /api/tickets/ | User: anonymous
DEBUG 2026-05-20 13:16:22,124 auth_middleware 16188 10944 API Request: GET /api/dashboard/super-admin/ | User: anonymous
DEBUG 2026-05-20 13:16:26,627 auth_middleware 16188 10944 API Request: GET /api/hospitals/ | User: anonymous
DEBUG 2026-05-20 13:16:29,037 auth_middleware 16188 10944 API Request: GET /api/dashboard/super-admin/ | User: anonymous
DEBUG 2026-05-20 13:16:31,765 auth_middleware 16188 10944 API Request: GET /api/support/tickets/ | User: anonymous
DEBUG 2026-05-20 15:34:56,945 auth_middleware 14400 2628 API Request: GET /api/dashboard/super-admin/ | User: anonymous
DEBUG 2026-05-20 15:35:16,601 auth_middleware 14400 2628 API Request: POST /api/auth/login/ | User: anonymous
DEBUG 2026-05-20 15:35:22,684 auth_middleware 14400 2628 API Request: GET /api/dashboard/admin/ | User: anonymous
DEBUG 2026-05-20 15:36:01,075 auth_middleware 14400 2628 API Request: GET /api/departments/ | User: anonymous
DEBUG 2026-05-20 15:36:10,534 auth_middleware 14400 15180 API Request: GET /api/rooms/ | User: anonymous
DEBUG 2026-05-20 15:36:10,540 auth_middleware 14400 2628 API Request: GET /api/beds/ | User: anonymous
DEBUG 2026-05-20 15:36:14,485 auth_middleware 14400 15180 API Request: GET /api/doctors/ | User: anonymous
DEBUG 2026-05-20 15:36:14,488 auth_middleware 14400 2628 API Request: GET /api/doctors/specialties/ | User: anonymous
DEBUG 2026-05-20 15:36:16,467 auth_middleware 14400 15180 API Request: GET /api/staff/ | User: anonymous
DEBUG 2026-05-20 15:36:18,251 auth_middleware 14400 15180 API Request: GET /api/staff/ | User: anonymous
DEBUG 2026-05-20 15:36:19,699 auth_middleware 14400 15180 API Request: GET /api/staff/ | User: anonymous
DEBUG 2026-05-20 15:36:21,236 auth_middleware 14400 15180 API Request: GET /api/staff/ | User: anonymous
DEBUG 2026-05-20 15:36:22,669 auth_middleware 14400 15180 API Request: GET /api/patients/ | User: anonymous
DEBUG 2026-05-20 15:36:29,709 auth_middleware 14400 15180 API Request: GET /api/dashboard/admin/ | User: anonymous
DEBUG 2026-05-20 15:37:25,111 auth_middleware 14400 15180 API Request: GET /api/departments/ | User: anonymous
DEBUG 2026-05-20 15:37:27,251 auth_middleware 14400 15180 API Request: GET /api/rooms/ | User: anonymous
DEBUG 2026-05-20 15:37:27,252 auth_middleware 14400 2628 API Request: GET /api/beds/ | User: anonymous
DEBUG 2026-05-20 15:37:28,219 auth_middleware 14400 2628 API Request: GET /api/staff/ | User: anonymous
DEBUG 2026-05-20 15:37:30,975 auth_middleware 14400 2628 API Request: GET /api/hospitals/me/ | User: anonymous
DEBUG 2026-05-20 15:38:03,687 auth_middleware 14400 2628 API Request: GET /api/dashboard/admin/ | User: anonymous
DEBUG 2026-05-20 19:07:46,498 auth_middleware 11352 20228 API Request: GET /api/auth/super-admin-email/ | User: anonymous
DEBUG 2026-05-20 19:07:46,819 auth_middleware 11352 1288 API Request: GET /api/dashboard/admin/ | User: anonymous
DEBUG 2026-05-20 19:09:26,623 auth_middleware 11352 21988 API Request: GET /api/auth/super-admin-email/ | User: anonymous
